id,igdb_id,original_id,name,slug
1,1649,NULL,"007 Legends",007-legends
11,1646,NULL,"007: Quantum of Solace",007-quantum-of-solace
21,9583,NULL,0rbitalis,0rbitalis
31,9705,NULL,"10,000,000",10000-000
41,8617,NULL,"1001 Spikes",1001-spikes
51,11426,NULL,"100% Orange Juice",100-percent-orange-juice
61,582,NULL,"101 Airborne: The Airborne Invasion of Normandy",101-airborne-the-airborne-invasion-of-normand
71,16745,NULL,"101 Ways to Die",101-ways-to-die
81,2361,NULL,"102 Dalmatians: Puppies to the Rescue",102-dalmatians-puppies-to-the-rescue--1
91,9848,NULL,"10 Second Ninja",10-second-ninja
101,18686,NULL,"10 Second Ninja X",10-second-ninja-x
111,5470,NULL,"11eyes: Tsumi to Batsu to Aganai no Shōjo",11eyes-tsumi-to-batsu-to-aganai-no-shojo
121,15938,NULL,"1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby)",1-dot-dot-dot-2-dot-dot-dot-3-dot-dot-dot-kic
131,14688,NULL,"12 is Better than 6",12-is-better-than-6
141,17481,NULL,"12Riven: The Psi-Climinal of Integral",12riven-the-psi-climinal-of-integral
151,9497,NULL,140,140
161,6761,NULL,1849,1849
171,21627,NULL,"1849: Nevada Silver",1849-nevada-silver
181,12374,NULL,"1893: A World's Fair Mystery",1893-a-worlds-fair-mystery
191,11427,NULL,"18 Wheels of Steel: American Long Haul",18-wheels-of-steel-american-long-haul
201,11428,NULL,"18 Wheels of Steel: Extreme Trucker",18-wheels-of-steel-extreme-trucker
211,11429,NULL,"18 Wheels of Steel: Extreme Trucker 2",18-wheels-of-steel-extreme-trucker-2
221,19749,NULL,"1917 - The Alien Invasion",1917-the-alien-invasion
231,9771,NULL,"1953 - KGB Unleashed",1953-kgb-unleashed
241,17886,NULL,"1953: NATO vs Warsaw Pact",1953-nato-vs-warsaw-pact
251,7169,NULL,"1954 Alcatraz",1954-alcatraz
261,19313,NULL,"1954: Alcatraz",1954-alcatraz--1
271,14360,NULL,"1979 Revolution",1979-revolution
281,19390,NULL,"1993 Space Machine",1993-space-machine
291,16316,NULL,1HEART,1heart
301,9894,NULL,1nsane,1nsane
311,583,NULL,"2002 FIFA World Cup",2002-fifa-world-cup
321,5474,NULL,"2006 FIFA World Cup",2006-fifa-world-cup
331,14048,NULL,"200% Mixed Juice",200-percent-mixed-juice
341,9105,NULL,2048,2048
351,17828,NULL,20XX,20xx
361,5714,NULL,"25 To Life",25-to-life
371,11431,NULL,"3079 - Block Action RPG",3079-block-action-rpg
381,11432,NULL,"3089 - Futuristic Action RPG",3089-futuristic-action-rpg
391,19396,NULL,35MM,35mm
401,13667,NULL,"38M Girls Project",38m-girls-project
411,18467,NULL,"3D Pinball for Windows – Space Cadet",3d-pinball-for-windows-space-cadet
421,10735,NULL,"3D Ultra Lionel Traintown",3d-ultra-lionel-traintown
431,9899,NULL,"3D Ultra Mini Golf Adventures",3d-ultra-mini-golf-adventures
441,9116,NULL,"3-D Ultra Radio Control Racers",3-d-ultra-radio-control-racers
451,9933,NULL,"3 Stars of Destiny",3-stars-of-destiny
461,9934,NULL,3SwitcheD,3switched
471,19389,NULL,404Sight,404sight
481,11433,NULL,"4089: Ghost Within",4089-ghost-within
491,8115,NULL,4PM,4pm
501,17630,NULL,"4x4 Dream Race",4x4-dream-race
511,9935,NULL,"4 x 4 Dream Racing",4-x-4-dream-racing
521,5715,NULL,"4x4 EVO 2",4x4-evo-2
522,584,NULL,"4x4 Evolution",4x4-evolution
531,1562,NULL,"4x4 Evolution 2",4x4-evolution-2
532,11709,NULL,"60 Seconds!",60-seconds
541,11435,NULL,"6180 The Moon",6180-the-moon
551,585,NULL,"688(I) Hunter/Killer",688-i-hunter-killer
561,6288,NULL,"7554: Glorious Memories Revived",7554-glorious-memories-revived
571,9936,NULL,"7.62 High Calibre",7-dot-62-high-calibre
581,5574,NULL,"7 Days to Die",7-days-to-die
591,16537,NULL,"7 Grand Steps: What Ancients Begat",7-grand-steps-what-ancients-begat
601,19805,NULL,"7 Sins",7-sins
611,9895,NULL,"7th Legion",7th-legion
621,4638,NULL,"7 Wonders: Ancient Alien Makeover",7-wonders-ancient-alien-makeover
631,4634,NULL,"7 Wonders II",7-wonders-ii
641,4637,NULL,"7 Wonders: Magical Mystery Tour",7-wonders-magical-mystery-tour
651,4629,NULL,"7 Wonders of the Ancient World",7-wonders-of-the-ancient-world-93a9164c-906f-
661,4635,NULL,"7 Wonders: Treasures Of Seven",7-wonders-treasures-of-seven
671,9053,NULL,"80 Days",80-days
681,23501,NULL,"88 Heroes",88-heroes
691,18907,NULL,"8-Bit Armies",8-bit-armies
701,17331,NULL,8BitBoy,8bitboy
711,9171,NULL,"8-bit Commando",8-bit-commando
721,21414,NULL,"8-Bit Hordes",8-bit-hordes
731,16837,NULL,9.03m,9-dot-03m
741,11436,NULL,"911: First Responders",911-first-responders
751,20927,NULL,"911 Operator",911-operator
761,8357,NULL,"99 Levels to Hell",99-levels-to-hell
771,9937,NULL,"99 Spirits",99-spirits
781,11438,NULL,"99 Spirits - Cage of Night",99-spirits-cage-of-night
791,11439,NULL,"99 Spirits: Weeping Demon's Bell",99-spirits-weeping-demons-bell
801,17143,NULL,"9 Clues: The Secret of Serpent Creek",9-clues-the-secret-of-serpent-creek
811,6286,NULL,"AaaaaAAaaaAAAaaAAAAaAAAAA!!! – A Reckless Disregard for Gravity",aaaaaaaaaaaaaaaaaaaaaaaaa-a-reckless-disregar
821,3240,NULL,"AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome",aaaaaaaaaaaaaaaaaaaaaaaaa-for-the-awesome
831,18637,NULL,Aaero,aaero
841,9938,NULL,"Aarklash: Legacy",aarklash-legacy
851,7171,NULL,"Aaru’s Awakening",aaru-s-awakening
861,19944,NULL,"A Bastard's Tale",a-bastards-tale
871,17376,NULL,Abducted,abducted
881,8794,NULL,"A Bird Story",a-bird-story
891,8735,NULL,"Abobo's Big Adventure",abobos-big-adventure
901,4656,NULL,"A Boy and His Blob (2009)",a-boy-and-his-blob-2009
911,11587,NULL,"Absolute Drift",absolute-drift
921,2847,NULL,"A Bug's Life",a-bug-s-life
931,586,NULL,Abuse,abuse
941,14414,NULL,"Abyss Odyssey",abyss-odyssey
951,17136,NULL,"Abyss: The Wraiths of Eden",abyss-the-wraiths-of-eden
961,7352,NULL,ABZÛ,abzu--1
971,17155,NULL,"ACE Arena: Cyber Evolution",ace-arena-cyber-evolution
981,6298,NULL,"Ace Lightning",ace-lightning
991,6290,NULL,"Ace of Spades: Battle Builder",ace-of-spades-battle-builder
1001,15766,NULL,"Aces of the Galaxy",aces-of-the-galaxy
1011,4586,NULL,"Ace Ventura",ace-ventura
1021,16264,NULL,Achron,achron
1031,2008,NULL,"Achtung Panzer: Kharkov 1943",achtung-panzer-kharkov-1943
1041,17702,NULL,"A City Sleeps",a-city-sleeps
1051,21991,NULL,"Acorn Assault: Rodent Revolution",acorn-assault-rodent-revolution
1061,4658,NULL,"Action Girlz Racing",action-girlz-racing
1071,14550,NULL,"Action Henk",action-henk
1081,8920,NULL,"Act of Aggression",act-of-aggression
1091,587,NULL,"Act of War: Direct Action",act-of-war-direct-action
1101,9339,NULL,"Act of War: High Treason",act-of-war-high-treason
1111,12388,NULL,"Actua Golf 2",actua-golf-2
1121,13230,NULL,"Actual Sunlight",actual-sunlight
1131,1988,NULL,"Actua Soccer",actua-soccer
1141,1994,NULL,"Actua Soccer 3",actua-soccer-3
1151,8181,NULL,"Adam's Venture Episode 1: The Search For The Lost Garden",adams-venture-episode-1-the-search-for-the-lo
1161,8182,NULL," Adam's Venture Episode 2: Solomon's Secret",adams-venture-episode-2-solomons-secret
1171,8183,NULL,"Adam's Venture Episode 3: Revelations",adams-venture-episode-3-revelations
1181,16298,NULL,"Adam's Venture: Origins",adams-venture-origins
1191,3245,NULL,"A Dark Room",a-dark-room
1201,8654,NULL,ADR1FT,adr1ft
1211,18486,NULL,Adrenix,adrenix
1221,9941,NULL,"A Druid’s Duel",a-druids-duel
1231,5716,NULL,"Advent Rising",advent-rising
1241,9591,NULL,"AdVenture Capitalist",adventure-capitalist
1251,7549,NULL,"Adventure Pinball: Forgotten Island",adventure-pinball-forgotten-island
1261,23739,NULL,"Adventures in the Galaxy of Fantabulous Wonderment",adventures-in-the-galaxy-of-fantabulous-wonde
1271,14681,NULL,"Adventures of Pip",adventures-of-pip
1281,4557,NULL,"Adventure Time: Explore the Dungeon Because I Don't Know!",adventure-time-explore-the-dungeon-because-i-
1291,11320,NULL,"Adventure Time: Finn and Jake Investigations",adventure-time-finn-and-jake-investigations
1301,8620,NULL,"Adventure Time: The Secret of the Nameless Kingdom",adventure-time-the-secret-of-the-nameless-kin
1311,8373,NULL,"Adventurezator: When Pigs Fly",adventurezator-when-pigs-fly
1321,8374,NULL,"Aeon Command",aeon-command
1331,11560,NULL,"AER: Memories of Old",aer-memories-of-old
1341,20028,NULL,Aerannis,aerannis
1351,5441,NULL,"Aerena: Clash of Champions",aerena-clash-of-champions
1361,16383,NULL,"aerofly FS",aerofly-fs
1371,17839,NULL,"aerofly RC 7",aerofly-rc-7
1381,14396,NULL,"A Fistful of Gun",a-fistful-of-gun
1391,6711,NULL,After...,after
1401,8375,NULL,"Afterfall: Insanity",afterfall-insanity--1
1411,18961,NULL,"Afterfall: Reconquest",afterfall-reconquest
1421,175,NULL,Afterlife,afterlife
1431,22424,NULL,A-GA,a-ga
1441,2018,NULL,"A Game of Dwarves",a-game-of-dwarves
1451,15058,NULL,"A Game of Thrones: Genesis",a-game-of-thrones-genesis--1
1461,8764,NULL,"Agarest: Generations of War",agarest-generations-of-war
1471,17620,NULL,"Agarest: Generations of War 2",agarest-generations-of-war-2
1481,6301,NULL,"Agassi Tennis Generation",agassi-tennis-generation
1491,4663,NULL,"Agatha Christie: And Then There Were None",agatha-christie-and-then-there-were-none
1501,4664,NULL,"Agatha Christie: Evil Under the Sun",agatha-christie-evil-under-the-sun
1511,17470,NULL,"Agatha Christie: The ABC Murders",agatha-christie-the-abc-murders--1
1521,11293,NULL,"Agent Armstrong",agent-armstrong
1531,19440,NULL,"Agents of Mayhem",agents-of-mayhem
1541,9948,NULL,"Age of Booty",age-of-booty
1551,18910,NULL,"Age of Chivalry",age-of-chivalry
1561,270,NULL,"Age of Conan: Hyborian Adventures",age-of-conan-hyborian-adventures
1571,588,NULL,"Age of Conan: Rise of the Godslayer",age-of-conan-rise-of-the-godslayer
1581,16402,NULL,"Age of Conan: Unchained",age-of-conan-unchained
1591,9949,NULL,"Age of Conquest III",age-of-conquest-iii
1601,289,NULL,"Age of Empires",age-of-empires
1611,8575,NULL,"Age of Empires: Castle Siege",age-of-empires-castle-siege
1621,2950,NULL,"Age of Empires II: HD Edition",age-of-empires-ii-hd-edition
1631,9951,NULL,"Age of Empires II HD: The Forgotten",age-of-empires-ii-hd-the-forgotten
1641,299,NULL,"Age of Empires III",age-of-empires-iii
1651,8220,NULL,"Age of Empires III: The asian dynasties",age-of-empires-iii-the-asian-dynasties
1661,3017,NULL,"Age of Empires III: The Warchiefs",age-of-empires-iii-the-warchiefs--1
1671,327,NULL,"Age of Empires II: The Age of Kings",age-of-empires-ii-the-age-of-kings
1681,599,NULL,"Age of Empires II: The Conquerors",age-of-empires-ii-the-conquerors
1691,9950,NULL,"Age of Empires II: The Forgotten",age-of-empires-ii-the-forgotten
1701,5571,NULL,"Age of Empires Online",age-of-empires-online
1711,291,NULL,"Age of Empires: The Rise of Rome",age-of-empires-the-rise-of-rome
1721,22103,NULL,"Age of Enigma: The Secret of the Sixth Ghost",age-of-enigma-the-secret-of-the-sixth-ghost
1731,324,NULL,"Age of Mythology",age-of-mythology
1741,9902,NULL,"Age of Mythology: Extended Edition",age-of-mythology-extended-edition
1751,13186,NULL,"Age of Mythology: Tale of the Dragon",age-of-mythology-tale-of-the-dragon
1761,8221,NULL,"Age of Mythology: The Titans",age-of-mythology-the-titans
1771,9432,NULL,"Age of Pirates 2: City of Abandoned Ships",age-of-pirates-2-city-of-abandoned-ships
1781,9431,NULL,"Age of Pirates: Caribbean Tales",age-of-pirates-caribbean-tales
1791,9430,NULL,"Age of Sail",age-of-sail
1801,9428,NULL,"Age of Sail II",age-of-sail-ii
1811,9429,NULL,"Age of Sail II: Privateer's Bounty",age-of-sail-ii-privateers-bounty
1821,16134,NULL,"Age of Steel: Recharge",age-of-steel-recharge
1831,589,NULL,"Age of Wonders",age-of-wonders
1841,5652,NULL,"Age of Wonders III",age-of-wonders-iii
1851,11085,NULL,"Age of Wonders III: Eternal Lords",age-of-wonders-iii-eternal-lords
1861,8863,NULL,"Age of Wonders III: Golden Realms",age-of-wonders-iii-golden-realms
1871,590,NULL,"Age of Wonders II: The Wizard's Throne",age-of-wonders-ii-the-wizard-s-throne
1881,591,NULL,"Age of Wonders: Shadow Magic",age-of-wonders-shadow-magic
1891,1899,NULL,"Age of Wushu",age-of-wushu
1901,8819,NULL,"A Golden Wake",a-golden-wake
1911,19453,NULL,Agony,agony--1
1921,14678,NULL,"A Good Snowman Is Hard To Build",a-good-snowman-is-hard-to-build
1931,9537,NULL,"Agricultural Simulator 2011",agricultural-simulator-2011
1941,592,NULL,"AH-64D Longbow",ah-64d-longbow
1951,6705,NULL,"A Hat in Time",a-hat-in-time
1961,18302,NULL,"A House of Many Doors",a-house-of-many-doors
1971,18960,NULL,"A.I.M.2 Clan Wars",a-dot-i-m-dot-2-clan-wars
1981,18959,NULL,"A.I.M. Artificial Intelligence Machine",aim-artificial-intelligence-machine
1991,9955,NULL,"A.I.M. Racing",aim-racing
2001,563,NULL,Aion,aion
2011,19841,NULL,"Aion: Ascension",aion-ascension
2021,11340,NULL,AIPD,aipd
2031,11411,NULL,Air,air
2041,9134,NULL,AirBuccaneers,airbuccaneers
2051,5353,NULL,"Air Buster",air-buster
2061,1490,NULL,"Air Conflicts",air-conflicts
2071,3831,NULL,"Air Conflicts: Pacific Carriers",air-conflicts-pacific-carriers
2081,16183,NULL,"Air Forte",air-forte
2091,9957,NULL,"Airline Tycoon",airline-tycoon
2101,9958,NULL,"Airline Tycoon 2",airline-tycoon-2
2111,1365,NULL,AirMech,airmech
2121,19899,NULL,"AirMech: Command",airmech-command
2131,6476,NULL,"Airport Mania: First Flight",airport-mania-first-flight
2141,16899,NULL,"Airport Simulator 2014",airport-simulator-2014
2151,17771,NULL,"Airport Simulator 2015",airport-simulator-2015
2161,17561,NULL,"Airship Dragoon",airship-dragoon
2171,593,NULL,"Airstrike II: Gulf Thunder",airstrike-ii-gulf-thunder
2181,15827,NULL,Airxonix,airxonix
2191,8886,NULL,"AI War: Children of Neinzul",ai-war-children-of-neinzul
2201,8890,NULL,"AI War: Destroyer of Worlds",ai-war-destroyer-of-worlds
2211,7720,NULL,"AI War: Fleet Command",ai-war-fleet-command
2221,8887,NULL,"AI War: Light of the Spire",ai-war-light-of-the-spire
2231,8885,NULL,"AI War: The Zenith Remnant",ai-war-the-zenith-remnant
2241,8889,NULL,"AI War: Vengeance Of The Machine",ai-war-vengeance-of-the-machine
2251,8376,NULL,"Akane the Kunoichi",akane-the-kunoichi
2261,1995,NULL,"Akimbo: Kung-Fu Hero",akimbo-kung-fu-hero
2271,15860,NULL,"A Kingdom for Keflings",a-kingdom-for-keflings
2281,19584,NULL,"Akte Europa",akte-europa
2282,4145,NULL,"Akuji the Heartless",akuji-the-heartless
2292,8118,NULL,"Disney's Aladdin",disneys-aladdin
2301,4665,NULL,"Alan Hansen's Sports Challenge",alan-hansen-s-sports-challenge
2311,1062,NULL,"Alan Wake",alan-wake
2321,2602,NULL,"Alan Wake's American Nightmare",alan-wake-s-american-nightmare
2331,9961,NULL,"Albedo: Eyes from Outer Space",albedo-eyes-from-outer-space
2341,13223,NULL,"Albert and Otto - The Adventure Begins",albert-and-otto-the-adventure-begins
2351,3754,NULL,Alchemy,alchemy
2361,17899,NULL,"Alchemy Mysteries: Prague Legends",alchemy-mysteries-prague-legends
2371,17637,NULL,"Alea Jacta Est",alea-jacta-est
2381,18205,NULL,"A Legend of Luca",a-legend-of-luca
2391,15691,NULL,"Alekhine's Gun",alekhines-gun
2401,17330,NULL,"Al Emmo and the Lost Dutchman's Mine",al-emmo-and-the-lost-dutchmans-mine
2411,19719,NULL,"Songs For A Hero - A Lenda Do Herói",songs-for-a-hero-a-lenda-do-heroi--1
2421,9359,NULL,Alexander,alexander
2431,5721,NULL,"Alfa Romeo Racing Italiano",alfa-romeo-racing-italiano
2441,10673,NULL,"Alge-Blaster 3",alge-blaster-3
2451,5719,NULL,Alias,alias
2461,8776,NULL,"Alias Runner",alias-runner
2462,4666,NULL,"Alice in Wonderland",alice-in-wonderland
2472,1040,NULL,"Alice: Madness Returns",alice-madness-returns
2481,7665,NULL,Alida,alida
2482,9962,NULL,"Alien Breed 2: Assault",alien-breed-2-assault
2492,9963,NULL,"Alien Breed 3: Descent",alien-breed-3-descent
2501,9964,NULL,"Alien Breed: Impact",alien-breed-impact
2502,11294,NULL,"Alien Earth",alien-earth
2512,16246,NULL,"Alien Hallway",alien-hallway
2521,4754,NULL,"Alien: Isolation",alien-isolation
2531,15459,NULL,"Alien: Isolation - Corporate Lockdown",alien-isolation-corporate-lockdown
2541,15460,NULL,"Alien: Isolation - Crew Expendable",alien-isolation-crew-expendable
2551,15464,NULL,"Alien: Isolation - Last Survivor",alien-isolation-last-survivor
2561,15555,NULL,"Alien: Isolation - Lost Contact",alien-isolation-lost-contact--1
2571,15552,NULL,"Alien: Isolation - Safe Haven",alien-isolation-safe-haven
2581,15554,NULL,"Alien: Isolation – The Trigger",alien-isolation-the-trigger
2591,15553,NULL,"Alien: Isolation - Trauma",alien-isolation-trauma
2601,2551,NULL,"Alien Rage",alien-rage
2611,1021,NULL,"Aliens: Colonial Marines",aliens-colonial-marines
2621,8634,NULL,"Alien Shooter",alien-shooter
2631,16367,NULL,"Alien Shooter 2 Conscription",alien-shooter-2-conscription
2641,11088,NULL,"Alien Shooter 2: Reloaded",alien-shooter-2-reloaded
2651,11089,NULL,"Alien Shooter: Fight for Life",alien-shooter-fight-for-life
2661,16016,NULL,"Alien Shooter: Revisited",alien-shooter-revisited
2671,11090,NULL,"Alien Shooter: The Experiment",alien-shooter-the-experiment
2681,4490,NULL,"Alien Soldier",alien-soldier
2691,9979,NULL,"Aliens versus Predator",aliens-versus-predator
2701,594,NULL,"Aliens versus Predator 2",aliens-versus-predator-2
2711,560,NULL,"Aliens vs. Predator",aliens-vs-predator
2721,19214,NULL,"Aliens vs Predator 2: Primal Hunt",aliens-vs-predator-2-primal-hunt
2731,7598,NULL,"Alien Swarm",alien-swarm
2741,13950,NULL,"Alien Swarm",alien-swarm--1
2751,15146,NULL,"Alien Zombie Megadeath",alien-zombie-megadeath
2761,16309,NULL,"A Life in Silk - The First Cumming",a-life-in-silk-the-first-cumming
2771,16065,NULL,"All Aspect Warfare",all-aspect-warfare
2781,595,NULL,Allegiance,allegiance
2791,17681,NULL,"All Guns On Deck",all-guns-on-deck
2801,16253,NULL,"Alliance of Valiant Arms",alliance-of-valiant-arms
2811,11296,NULL,"Allison Road",allison-road
2821,13157,NULL,"Allods Online",allods-online
2831,1014,NULL,"All Points Bulletin: Reloaded",all-points-bulletin-reloaded
2841,9970,NULL,"Alltynex Second",alltynex-second
2851,9971,NULL,"All Zombies Must Die!",all-zombies-must-die--1
2861,1958,NULL,"Alone in the Dark",alone-in-the-dark--2
2871,1959,NULL,"Alone in the Dark 3",alone-in-the-dark-3
2881,7716,NULL,"Alone in the Dark: Illumination",alone-in-the-dark-illumination
2891,1960,NULL,"Alone in the Dark: The New Nightmare",alone-in-the-dark-the-new-nightmare
2901,17849,NULL,"Alphadia Genesis",alphadia-genesis
2911,16874,NULL,"Alpha Kimori: Great Doubt - Episode One",alpha-kimori-great-doubt-episode-one
2921,14199,NULL,"Alpha Polaris",alpha-polaris
2931,9173,NULL,"Alpha Prime",alpha-prime
2941,2539,NULL,"Alpha Protocol",alpha-protocol
2951,17629,NULL,"Alpha Zylon",alpha-zylon
2961,16031,NULL,Alternativa,alternativa
2971,2357,NULL,Altitude,altitude
2981,17556,NULL,"Altitude0: Lower & Faster",altitude0-lower-and-faster
2991,18130,NULL,"Alto's Adventure",altos-adventure
3001,4669,NULL,"Alvin and the Chipmunks",alvin-and-the-chipmunks
3011,10681,NULL,"Alwa’s Awakening",alwas-awakening
3021,7289,NULL,"Always Sometimes Monsters",always-sometimes-monsters
3031,22074,NULL,"Amaranthine Voyage: The Living Mountain Collector's Edition",amaranthine-voyage-the-living-mountain-collec
3041,22075,NULL,"Amaranthine Voyage: The Orb of Purity Collector's Edition",amaranthine-voyage-the-orb-of-purity-collecto
3051,16924,NULL,"A Mass of Dead",a-mass-of-dead
3061,15711,NULL,"Amazing Adventures Around the World",amazing-adventures-around-the-world
3071,15648,NULL,"Amazing Adventures The Lost Tomb",amazing-adventures-the-lost-tomb
3081,17235,NULL,"Amazing World",amazing-world
3091,12390,NULL,"Amber: Journeys Beyond",amber-journeys-beyond
3101,8623,NULL,A-Men,a-men
3111,3785,NULL,"American Chopper 2: Full Throttle",american-chopper-2-full-throttle
3121,596,NULL,"American Conquest",american-conquest
3131,9361,NULL,"American Conquest: Divided Nation",american-conquest-divided-nation
3141,9360,NULL,"American Conquest: Fight Back",american-conquest-fight-back
3151,18244,NULL,"American Girl: Dress Designer",american-girl-dress-designer
3161,18242,NULL,"American Girl: Julie Saves the Eagles",american-girl-julie-saves-the-eagles
3171,18247,NULL,"American Girl: Kit - A Treehouse of My Own",american-girl-kit-a-treehouse-of-my-own
3181,18245,NULL,"American Girl: Mia Goes For Great",american-girl-mia-goes-for-great
3191,6304,NULL,"American Idol",american-idol
3201,20289,NULL,"American McGee Presents Scrapland",american-mcgee-presents-scrapland
3211,337,NULL,"American McGee's Alice",american-mcgee-s-alice
3221,9667,NULL,"American Truck Simulator",american-truck-simulator
3231,597,NULL,"America's Army",america-s-army
3241,15798,NULL,"America's Army 3",americas-army-3
3251,7843,NULL,"America's Army: Proving Grounds",americas-army-proving-grounds
3261,1882,NULL,"Amnesia: A Machine for Pigs",amnesia-a-machine-for-pigs
3271,15534,NULL,"Amnesia: Justine",amnesia-justine
3281,13199,NULL,"Amnesia: Memories",amnesia-memories
3291,111,NULL,"Amnesia: The Dark Descent",amnesia-the-dark-descent
3301,7642,NULL,"Among the Sleep",among-the-sleep
3311,8061,NULL,Amorphous+,amorphous-plus
3321,8378,NULL,Ampu-Tea,ampu-tea
3331,5622,NULL,Anachronox,anachronox
3341,10037,NULL,"Analogue: A Hate Story",analogue-a-hate-story
3351,1996,NULL,"Anarchy Online",anarchy-online
3361,598,NULL,"Anarchy Online: Shadowlands",anarchy-online-shadowlands
3371,20471,NULL,Anarcute,anarcute
3381,13193,NULL,Ancestory,ancestory
3391,7713,NULL,"Ancient Conquest: The Golden Fleece",ancient-conquest-the-golden-fleece--1
3401,15463,NULL,"Ancient Domains Of Mystery",ancient-domains-of-mystery
3411,22118,NULL,"Ancient Quest of Saqqarah",ancient-quest-of-saqqarah
3421,16228,NULL,"Ancients of Ooga",ancients-of-ooga
3431,7676,NULL,"Ancient Space",ancient-space--1
3441,19077,NULL,"Ancient Wars: Sparta",ancient-wars-sparta
3451,9772,NULL,"And Yet It Moves",and-yet-it-moves--1
3461,7147,NULL,"A New Beginning",a-new-beginning
3471,11414,NULL,"Angel Beats! -1st beat-",angel-beats-1st-beat
3481,7269,NULL,"Angel Love Online",angel-love-online
3491,17279,NULL,"Angels Fall First",angels-fall-first
3501,16064,NULL,"Angle of Attack",angle-of-attack
3511,2035,NULL,"Angry Birds",angry-birds
3521,16365,NULL,"Angry Birds Space",angry-birds-space
3531,4674,NULL,"Angry Birds Star Wars",angry-birds-star-wars
3541,7960,NULL,"Angry Video Game Nerd Adventures",angry-video-game-nerd-adventures
3551,14742,NULL,"Angry Video Game Nerd Adventures 2: ASSimilation",angry-video-game-nerd-adventures-2-assimilati
3561,17082,NULL,Angvik,angvik
3571,13191,NULL,"Animal Gods",animal-gods
3581,22122,NULL,Anka,anka
3591,4849,NULL,Ankh,ankh
3601,15785,NULL,"Ankh 2: Heart of Osiris",ankh-2-heart-of-osiris
3611,17040,NULL,"Anmynor Puzzles",anmynor-puzzles
3621,9976,NULL,Anna,anna
3631,9977,NULL,"Anna: Extended Edition",anna-extended-edition
3641,11367,NULL,"Anna's Quest",annas-quest
3651,8639,NULL,A.N.N.E.,anne
3661,1862,NULL,"Anne McCaffrey’s Freedom: First Resistance",anne-mccaffrey-s-freedom-first-resistance
3671,662,NULL,"Anno 1404",anno-1404
3681,8227,NULL,"Anno 1404: Venice",anno-1404-venice
3691,300,NULL,"Anno 1503",anno-1503
3701,8224,NULL,"Anno 1503: Treasures, Monsters & Pirates",anno-1503-treasures-monsters-and-pirates
3711,303,NULL,"Anno 1602: Creation of a New World",anno-1602-creation-of-a-new-world
3721,8225,NULL,"Anno 1701",anno-1701
3731,8226,NULL,"Anno 1701: The Sunken Dragon",anno-1701-the-sunken-dragon
3741,2959,NULL,"Anno 2070",anno-2070
3751,8228,NULL,"Anno 2070: Deep Ocean",anno-2070-deep-ocean
3761,11205,NULL,"Anno 2205",anno-2205
3771,11092,NULL,Anodyne,anodyne
3781,8640,NULL,"Ano Ko wa Ore kara Hanarenai",ano-ko-wa-ore-kara-hanarenai
3791,9212,NULL,"Anomaly 2",anomaly-2
3801,8993,NULL,"Anomaly Defenders",anomaly-defenders
3811,8760,NULL,"Anomaly Korea",anomaly-korea
3821,8758,NULL,"Anomaly: Warzone Earth",anomaly-warzone-earth
3831,8759,NULL,"Anomaly: Warzone Earth - Mobile Campaign",anomaly-warzone-earth-mobile-campaign
3841,9978,NULL,"Another Perspective",another-perspective
3851,4348,NULL,"Another World",another-world
3861,16493,NULL,"Another World – 20th Anniversary Edition",another-world-20th-anniversary-edition
3871,9877,NULL,Anoxemia,anoxemia
3881,11226,NULL,"Anstoss 3",anstoss-3
3891,17227,NULL,AntharioN,antharion
3901,2064,NULL,Antichamber,antichamber
3911,9773,NULL,Antisquad,antisquad
3921,5727,NULL,"Antz Extreme Racing",antz-extreme-racing
3931,4677,NULL,"Anubis II",anubis-ii
3941,3233,NULL,"Apache: Air Assault",apache-air-assault-24a49449-c450-4802-9f1b-ad
3951,9016,NULL,Apotheon,apotheon
3961,17700,NULL,"Appointment With FEAR",appointment-with-fear
3971,17807,NULL,"Aquadelic GT",aquadelic-gt
3981,1997,NULL,AquaNox,aquanox
3991,1998,NULL,"AquaNox 2: Revelation",aquanox-2-revelation
4001,7406,NULL,Aquaria,aquaria
4002,23509,NULL,"A Quest Too Far",a-quest-too-far
4011,19406,NULL,"Ara Fell",ara-fell
4012,18853,NULL,Aragami,aragami
4022,18636,NULL,"Arcade America",arcade-america
4031,12393,NULL,"Arcade Chess",arcade-chess
4032,17338,NULL,Arcadecraft,arcadecraft
4041,16219,NULL,Arcadia,arcadia
4042,3234,NULL,"Arcania: Gothic 4",arcania-gothic-4
4051,8331,NULL,"Arcania: Fall of Setarrif",arcania-fall-of-setarrif
4061,255,NULL,"Arcanum: Of Steamworks and Magick Obscura",arcanum-of-steamworks-and-magick-obscura
4071,6451,NULL,ArcheAge,archeage
4081,11664,NULL,ArcheBlade,archeblade
4091,5539,NULL,Archon,archon
4101,16208,NULL,"Archon Classic",archon-classic
4111,5729,NULL,"Area 51",area-51
4121,6877,NULL,"Arena of Fate",arena-of-fate
4131,15289,NULL,"Arena Wars 2",arena-wars-2
4141,6282,NULL,"A.R.E.S. - Extinction Agenda",a-r-e-s-extinction-agenda--1
4151,17660,NULL,"Aritana and the Harpy's Feather",aritana-and-the-harpys-feather
